standar,modality,article,section,paragraph,criteria,cumply,NO CUMPLE,applys,HALLAZGO,ACCIÓN PARA EL CUMPLIMIENTO,RESPONSABLE,FECHA LIMITE PARA IMPLEMENTAR,,SEGUIMIENTO 1,,ESTADO DE LA ACCIÓN 1,,SEGUIMIENTO 2,,ESTADO DE LA ACCIÓN 2,,SEGUIMIENTO 3,,ESTADO DE LA ACCIÓN 3,,SEGUIMIENTO 4,,ESTADO DE LA ACCIÓN 4,,SEGUIMIENTO 5,,ESTADO DE LA ACCIÓN 5,,SEGUIMIENTO 6,,ESTADO DE LA ACCIÓN 6
INFRAESTRUCTURA,modality telemedicina - prestador de referencia,11.1.2,52,52.2,"• Plataformas tecnológicas que garanticen la seguridad y privacidad de la información y la disponibilidad permanente para prestar los servicios de salud, cumpliendo con los criterios de seguridad, privacidad y protección de datos personales establecidos en la normatividad   o lineamientos que regulen la materia.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INFRAESTRUCTURA,modality telemedicina - prestador de referencia,11.1.2,52,52.3,• Suministro de energía eléctrica o baterías que permitan el uso de los instrumentos de comunicación y de los equipos biomédicos necesarios.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INFRAESTRUCTURA,modality telemedicina - prestador de referencia,11.1.2,52,52.4,• Nivel de iluminación homogénea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INFRAESTRUCTURA,modality telemedicina - Prestador de referencia exclusivo,11.1.2,53,,"Cuando el prestador de servicios de salud preste sus servicios exclusivamente en la modality de telemedicina como prestador de referencia, cuenta con",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INFRAESTRUCTURA,modality telemedicina - Prestador de referencia exclusivo,11.1.2,53,53.1,"• Ambiente exclusivo para la realización de la atención a distancia que garantiza la privacidad y la confidencialidad durante la atención, la seguridad de los equipos frente a la extracción no autorizada y condiciones ambientales para su correcto funcionamiento, libre de interferencias visuales y sonoras.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INFRAESTRUCTURA,modality telemedicina - Prestador de referencia exclusivo,11.1.2,53,53.2,• Conectividad que garantice la prestación de servicios de salud con integridad y continuidad de acuerdo con el método de transferencia de información que utilice (sincrónico o asincrónico).,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INFRAESTRUCTURA,modality telemedicina - Prestador de referencia exclusivo,11.1.2,53,53.3,"• Plataformas tecnológicas que garantizan la seguridad y privacidad de la información y la disponibilidad permanente para prestar los servicios, cumpliendo con los criterios de seguridad, privacidad y protección de datos personales establecidos en la normatividad que regule la materia.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INFRAESTRUCTURA,modality telemedicina - Prestador de referencia exclusivo,11.1.2,53,53.4,• Suministro de energía eléctrica o baterías que permitan el uso de los instrumentos de comunicación y de los equipos biomédicos cuando aplique.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INFRAESTRUCTURA,modality telemedicina - Prestador de referencia exclusivo,11.1.2,53,53.5,• Nivel de iluminación homogénea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DOTACIÓN,Todas las modalityes,11.1.3,1,,"El prestador de servicios de salud cuenta con el registro de la relación de los equipos biomédicos requeridos para la prestación de servicios de salud, este registro cuenta como mínimo con la siguiente información:",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DOTACIÓN,Todas las modalityes,11.1.3,1,1.1,• Nombre del equipo biomédicos.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DOTACIÓN,Todas las modalityes,11.1.3,1,1.2,• Marca.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DOTACIÓN,Todas las modalityes,11.1.3,1,1.3,• Modelo.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DOTACIÓN,Todas las modalityes,11.1.3,1,1.4,• Serie.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DOTACIÓN,Todas las modalityes,11.1.3,1,1.5,"• Registro sanitario para dispositivos médicos o permiso de comercialización para equipos biomédicos de tecnología controlada, cuando lo requiera.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DOTACIÓN,Todas las modalityes,11.1.3,1,1.6,"• Clasificación por riesgo, cuando el equipo lo requiera.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DOTACIÓN,Todas las modalityes,11.1.3,2,,"El prestador de servicios de salud garantiza las condiciones técnicas de calidad de los equipos biomédicos, para lo cual cuenta con:",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DOTACIÓN,Todas las modalityes,11.1.3,2,2.1,"• Programa de mantenimiento preventivo de los equipos biomédicos, que incluya el cumplimiento de las recomendaciones establecidas por el fabricante o de acuerdo con el protocolo de mantenimiento que tenga definido el prestador, éste último cuando no esté definido por el fabricante.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DOTACIÓN,Todas las modalityes,11.1.3,2,2.2,"• Hoja(s) de vida del(los) equipo(s) biomédicos(s), con los registros de los mantenimientos preventivos y correctivos, según corresponda.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DOTACIÓN,Todas las modalityes,11.1.3,3,,"El prestador de servicios de salud cuenta con un programa de capacitación en el uso de dispositivos médicos cuando éstos lo requieran, el cual puede ser desarrollado por el fabricante, importador o por el mismo prestador.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DOTACIÓN,Todas las modalityes,11.1.3,4,,La dotación de los servicios de salud está en concordancia con lo definido por el prestador en el estándar de procesos prioritarios.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DOTACIÓN,Todas las modalityes,11.1.3,5,,"La suficiencia de equipos biomédicos está relacionada con la frecuencia de uso de los mismos, incluyendo los tiempos del proceso de esterilización, cuando aplique.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DOTACIÓN,Todas las modalityes,11.1.3,6,,"El mantenimiento de los equipos biomédicos es ejecutado por talento humano profesional, tecnólogo o técnico en áreas relacionadas. Este mantenimiento puede ser realizado directamente por el prestador de servicios de salud o mediante contrato o convenio con un tercero.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DOTACIÓN,Todas las modalityes,11.1.3,7,,Los prestadores que oferten servicios de salud en la modality extramural no pueden elaborar ni adaptar dispositivos médicos sobre medida.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DOTACIÓN,Todas las modalityes,11.1.3,8,,"Los servicios de salud que requieran carro de paro, cuenta con la siguiente dotación:",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DOTACIÓN,Todas las modalityes,11.1.3,8,8.1,"• Desfibrilador bifásico con sistema de visualización integrado, capacidad de cardioversión, marcapasos transcutáneo y paletas para adultos y pediátricas según aplique.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DOTACIÓN,Todas las modalityes,11.1.3,8,8.2,• Resucitador pulmonar manual.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DOTACIÓN,Todas las modalityes,11.1.3,8,8.3,• Aspirador o sistema de vacío.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DOTACIÓN,Todas las modalityes,11.1.3,8,8.4,• Monitor de signos vitales con accesorios que cuenta como mínimo con:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DOTACIÓN,Todas las modalityes,11.1.3,8,8.4.1,• Trazado electrocardiográfico si no está incorporado en el desfibrilador,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DOTACIÓN,Todas las modalityes,11.1.3,8,8.4.2,• Presión no invasiva,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DOTACIÓN,Todas las modalityes,11.1.3,8,8.4.3,• Saturación de oxígeno que puede estar integrado en el monitor o externo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DOTACIÓN,Todas las modalityes,11.1.3,8,8.4.4,• Batería,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DOTACIÓN,Todas las modalityes,11.1.3,8,8.5,"• Laringoscopio con hojas rectas y curvas para adultos y pediátricas, según aplique",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DOTACIÓN,Todas las modalityes,11.1.3,8,8.6,"• Medicamentos, dispositivos médicos e insumos, definidos por el prestador.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DOTACIÓN,Todas las modalityes,11.1.3,9,,"Las instituciones prestadoras de servicios de salud con servicios de hospitalización, hospitalización paciente crónico con y sin ventilador, cuidado intensivo neonatal, pediátrico y adulto, urgencias y del grupo quirúrgico, en la modality intramural, cuentan con equipos de telecomunicaciones de doble vía y conectividad para notificar a la Red de Donación y Trasplantes sobre la existencia de un posible donante.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DOTACIÓN,Todas las modalityes,11.1.3,10,,"Las instituciones prestadoras de servicios de salud con servicios de cuidado intensivo pediátrico y adulto que adicionalmente habiliten el servicio quirúrgico de neurocirugía, cuentan con equipo biomédico para realizar pruebas auxiliares en el diagnóstico de muerte encefálica, según lo documentado en el estándar de procesos prioritarios.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DOTACIÓN,Todas las modalityes,11.1.3,11,,"En los sistemas centralizados de gases medicinales, se realiza el mantenimiento a los componentes del sistema por el personal capacitado por el fabricante.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DOTACIÓN,Todas las modalityes,11.1.3,12,,El prestador de servicios de salud que realice el proceso de esterilización en un área o ambiente dentro o fuera del servicio de salud cuenta con los equipos biomédicos y la dotación de acuerdo con el método utilizado.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DOTACIÓN,Todas las modalityes,11.1.3,13,,"Si el prestador de servicios de salud no tiene habilitado el servicio de gestión pre transfusional, pero realiza procedimientos de transfusión sanguínea en alguno de sus servicios habilitados cuenta con:",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DOTACIÓN,Todas las modalityes,11.1.3,13,13.1,• Nevera o depósito frío para el almacenamiento de sangre o de sus componentes con sistema de control de temperatura entre 1ºC y 6ºC y alarma audible o sistema de monitoreo que alerte cambios próximos al límite en que la sangre o sus componentes puedan deteriorarse.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DOTACIÓN,Todas las modalityes,11.1.3,13,13.2,"• Equipo para descongelar plasma, cuando se requiera, con sistema de control de temperatura.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DOTACIÓN,Todas las modalityes,11.1.3,13,13.3,"• Congelador para la conservación de plasma o crioprecipitados con registro y control de temperatura por debajo de –18ºC y sistema de alarma audible que alerte cambios próximos al límite en que el componente almacenado pueda deteriorarse, cuando se requiera.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DOTACIÓN,Todas las modalityes,11.1.3,13,13.4,• Agitador o rotador de plaquetas con sistema de control de temperatura entre 20ºC y 24ºC cuando se requiera.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DOTACIÓN,Todas las modalityes,11.1.3,13,13.5,"• Nevera para transporte de componentes sanguíneos, donde se garantice la cadena de frio.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DOTACIÓN,Todas las modalityes,11.1.3,14,,Los servicios de salud donde se realicen procedimientos bajo sedación fuera de salas de cirugía y monitorización electroencefalográfica con video y radio cuentan con carro de paro.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DOTACIÓN,Todas las modalityes,11.1.3,15,,"En los servicios de los grupos quirúrgico, internación y el servicio de urgencias, el prestador de servicios de salud cuenta con accesorios para garantizar empaque cerrado y transporte de los elementos sucios y limpios, como compreseros, vehículos para la recolección interna de residuos, carros de comida, instrumental, entre otros.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DOTACIÓN,modality extramural,11.1.3,16,,"Adicional a los criterios enunciados del presente estándar, que le apliquen, el prestador de servicios de salud cuenta con:",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DOTACIÓN,modality extramural,11.1.3,16,16.1,• Sistemas de telecomunicaciones de doble vía.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DOTACIÓN,modality extramural,11.1.3,16,16.2,"• Cuando se realicen pruebas para la detección de eventos de interés en salud pública, cuenta con:",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DOTACIÓN,modality extramural,11.1.3,16,16.2.1,• Microscopio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DOTACIÓN,modality extramural,11.1.3,16,16.2.2,• Cinta métrica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DOTACIÓN,modality extramural,11.1.3,16,16.2.3,• Báscula,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DOTACIÓN,modality telemedicina,11.1.3,17,,"El prestador de servicios de salud realiza el mantenimiento de la tecnología de información y de comunicaciones para avalar la calidad de la información, y adicionalmente cuenta con",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DOTACIÓN,modality telemedicina,11.1.3,17,17.1,Prestador remisor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DOTACIÓN,modality telemedicina,11.1.3,17,17.1.1,"• Documento firmado por un ingeniero biomédico con tarjeta profesional vigente, que certifique que:",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DOTACIÓN,modality telemedicina,11.1.3,17,17.1.1.1,"• Los dispositivos periféricos necesarios, de acuerdo con el tipo de servicios ofertados, garantizan la obtención de la información requerida por el prestador de referencia.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DOTACIÓN,modality telemedicina,11.1.3,17,17.1.1.2,"• Los equipos de captura utilizados por el prestador de servicios de salud garantizan que la información obtenida es equivalente a la original, de manera que al ser reproducida se garantice su calidad y confiabilidad.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DOTACIÓN,modality telemedicina,11.1.3,17,17.1.1.3,• Los parámetros de digitalización y compresión seleccionados en los equipos durante la captura de datos o imágenes garantizan la resolución necesaria para permitir el diagnóstico.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DOTACIÓN,modality telemedicina,11.1.3,17,17.1.1.4,• Si el prestador de servicios de salud realiza consulta dermatológica en la modality de telemedicina cuenta con cámara digital de alta resolución que permita un fácil enfoque de las lesiones de piel y revisión de las imágenes capturadas previo a la transmisión al dermatólogo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DOTACIÓN,modality telemedicina,11.1.3,17,17.1.2,"• Documento firmado por un ingeniero de sistemas con tarjeta profesional vigente, que certifique que",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DOTACIÓN,modality telemedicina,11.1.3,17,17.1.2.1,• Los dispositivos utilizados para transferencia de información sincrónica por videoconferencia garantizan óptima fidelidad y calidad del video y sonido para el prestador remisor y para el prestador de referencia.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DOTACIÓN,modality telemedicina,11.1.3,17,17.1.2.2,"• El software utilizado se adapta al cambio en la disponibilidad del ancho de banda sin perder conexión. En el caso que la videoconferencia sea grabada se deberán contemplar todos criterios de seguridad informática, que permita resguardar adecuadamente la confidencialidad y privacidad del paciente.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DOTACIÓN,modality telemedicina,11.1.3,17,17.1.2.3,"• Las pantallas o monitores grado médico utilizados para el despliegue de imágenes cuentan con una distancia máxima de 0.25 milímetros entre píxeles (dot pitch), para garantizar la interpretación adecuada de la información recibida.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DOTACIÓN,modality telemedicina,11.1.3,17,17.2,Prestador de referencia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DOTACIÓN,modality telemedicina,11.1.3,17,17.2.1,"• Documento firmado por un ingeniero de sistemas con tarjeta profesional vigente, que certifique que:",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DOTACIÓN,modality telemedicina,11.1.3,17,17.2.1.1,"• Los dispositivos utilizados para transferencia de información sincrónica por videoconferencia garantizan una óptima fidelidad y calidad del video y sonido tanto para el prestador remisor como para el prestador de referencia,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DOTACIÓN,modality telemedicina,11.1.3,17,17.2.1.2,• El software utilizado se adapta al cambio de la disponibilidad del ancho de banda sin perder la conexión,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DOTACIÓN,modality telemedicina,11.1.3,17,17.2.1.3,"• En el caso que la videoconferencia sea grabada se deberán contemplar todos  los criterios de seguridad informática, que permita resguardar adecuadamente la confidencialidad y privacidad del paciente.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DOTACIÓN,modality telemedicina,11.1.3,17,17.2.2,"• Las pantallas o monitores grado médico utilizados para el despliegue de imágenes cuentan con una distancia máxima de 0.19 milímetros entre píxeles (dot pitch), resolución mínima de 1024 x 768 pixeles, como mínimo un ratio de contraste de 500:1 y mínimo de luminancia (brillo) de 250 cd/m2 que permita garantizar la interpretación adecuada de la información recibida",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"MEDICAMENTOS, DM E INSUMOS",Todas las modalityes,11.1.4,1,,El prestador de servicios de salud lleva registros con la información de todos los medicamentos para uso humano requeridos en la prestación de los servicios que oferte; dichos registros cuentan con la siguiente información:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"MEDICAMENTOS, DM E INSUMOS",Todas las modalityes,11.1.4,1,1.1,• Principio activo.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"MEDICAMENTOS, DM E INSUMOS",Todas las modalityes,11.1.4,1,1.2,• Forma farmacéutica.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"MEDICAMENTOS, DM E INSUMOS",Todas las modalityes,11.1.4,1,1.3,• Concentración.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"MEDICAMENTOS, DM E INSUMOS",Todas las modalityes,11.1.4,1,1.4,• Lote.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"MEDICAMENTOS, DM E INSUMOS",Todas las modalityes,11.1.4,1,1.5,• Fecha de vencimiento.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"MEDICAMENTOS, DM E INSUMOS",Todas las modalityes,11.1.4,1,1.6,• Presentación comercial.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"MEDICAMENTOS, DM E INSUMOS",Todas las modalityes,11.1.4,1,1.7,• Unidad de medida.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"MEDICAMENTOS, DM E INSUMOS",Todas las modalityes,11.1.4,1,1.8,"• Registro sanitario vigente o permiso cuando se autorice, expedido por el Invima.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"MEDICAMENTOS, DM E INSUMOS",Todas las modalityes,11.1.4,2,,Los dispositivos médicos de uso humano requeridos para la prestación de los servicios de salud cuentan con información documentada que dé cuenta de la verificación y seguimiento de la siguiente información:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"MEDICAMENTOS, DM E INSUMOS",Todas las modalityes,11.1.4,2,2.1,• Descripción.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"MEDICAMENTOS, DM E INSUMOS",Todas las modalityes,11.1.4,2,2.2,• Marca del dispositivo.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"MEDICAMENTOS, DM E INSUMOS",Todas las modalityes,11.1.4,2,2.3,• Serie (cuando aplique).,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"MEDICAMENTOS, DM E INSUMOS",Todas las modalityes,11.1.4,2,2.4,• Presentación comercial.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"MEDICAMENTOS, DM E INSUMOS",Todas las modalityes,11.1.4,2,2.5,• Registro sanitario vigente o permiso de comercialización expedido por el Invima.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"MEDICAMENTOS, DM E INSUMOS",Todas las modalityes,11.1.4,2,2.6,• Clasificación por riesgo (información consignada en el registro sanitario o permiso de comercialización).,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"MEDICAMENTOS, DM E INSUMOS",Todas las modalityes,11.1.4,2,2.7,"• Vida útil, cuando aplique.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"MEDICAMENTOS, DM E INSUMOS",Todas las modalityes,11.1.4,2,2.8,• Lote,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"MEDICAMENTOS, DM E INSUMOS",Todas las modalityes,11.1.4,2,2.9,• Fecha de vencimiento,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"MEDICAMENTOS, DM E INSUMOS",Todas las modalityes,11.1.4,3,,Los reactivos de diagnóstico in vitro requeridos para la prestación de los servicios de salud cuentan con información documentada que dé cuenta de la verificación y seguimiento de la siguiente información:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"MEDICAMENTOS, DM E INSUMOS",Todas las modalityes,11.1.4,3,3.1,• Nombre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"MEDICAMENTOS, DM E INSUMOS",Todas las modalityes,11.1.4,3,3.2,• Marca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"MEDICAMENTOS, DM E INSUMOS",Todas las modalityes,11.1.4,3,3.3,• Presentación comercial.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"MEDICAMENTOS, DM E INSUMOS",Todas las modalityes,11.1.4,3,3.4,• Registro sanitario vigente o permiso de comercialización expedido por el Invima.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"MEDICAMENTOS, DM E INSUMOS",Todas las modalityes,11.1.4,3,3.5,• Clasificación del riesgo sanitario,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"MEDICAMENTOS, DM E INSUMOS",Todas las modalityes,11.1.4,3,3.6,"• Vida útil, cuando aplique",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"MEDICAMENTOS, DM E INSUMOS",Todas las modalityes,11.1.4,3,3.7,• Fecha de vencimiento y lote.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"MEDICAMENTOS, DM E INSUMOS",Todas las modalityes,11.1.4,4,,"El prestador de servicios de salud de salud cuenta con información documentada de los procesos generales según aplique, para:",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"MEDICAMENTOS, DM E INSUMOS",Todas las modalityes,11.1.4,4,4.1,• Selección,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"MEDICAMENTOS, DM E INSUMOS",Todas las modalityes,11.1.4,4,4.2,• Adquisición,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"MEDICAMENTOS, DM E INSUMOS",Todas las modalityes,11.1.4,4,4.3,• Transporte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"MEDICAMENTOS, DM E INSUMOS",Todas las modalityes,11.1.4,4,4.4,• Recepción,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"MEDICAMENTOS, DM E INSUMOS",Todas las modalityes,11.1.4,4,4.5,• Almacenamiento,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"MEDICAMENTOS, DM E INSUMOS",Todas las modalityes,11.1.4,4,4.6,• Conservación,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"MEDICAMENTOS, DM E INSUMOS",Todas las modalityes,11.1.4,4,4.7,• Control de fechas de vencimiento,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"MEDICAMENTOS, DM E INSUMOS",Todas las modalityes,11.1.4,4,4.8,"• Control de cadena de frío, manejo de contingencias con la cadena de frío.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"MEDICAMENTOS, DM E INSUMOS",Todas las modalityes,11.1.4,4,4.9,• Distribución,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"MEDICAMENTOS, DM E INSUMOS",Todas las modalityes,11.1.4,4,4.10,• Dispensación,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"MEDICAMENTOS, DM E INSUMOS",Todas las modalityes,11.1.4,4,4.11,• Devolución,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"MEDICAMENTOS, DM E INSUMOS",Todas las modalityes,11.1.4,4,4.12,• Disposición final,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"MEDICAMENTOS, DM E INSUMOS",Todas las modalityes,11.1.4,4,4.13,"• Seguimiento al uso de medicamentos, homeopáticos, fitoterapéuticos, medicamentos biológicos, componentes anatómicos, dispositivos médicos (incluidos los sobre medida, elementos de rayos X y de uso odontológico), reactivos de diagnóstico in vitro; así como de los demás insumos asistenciales que se utilicen incluidos los que se encuentran en los depósitos o almacenes del prestador de servicios de salud y en la modality extramural.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"MEDICAMENTOS, DM E INSUMOS",Todas las modalityes,11.1.4,5,,"El prestador de servicios de salud que realice algún tipo de actividad con medicamentos de control especial para la prestación de servicios de salud cuenta con la resolución de autorización vigente, expedida por el Fondo Nacional de Estupefacientes o la entidad que haga sus veces.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"MEDICAMENTOS, DM E INSUMOS",Todas las modalityes,11.1.4,6,,"El prestador de servicios de salud cuenta con información documentada de la planeación y ejecución de los programas de farmacovigilancia, tecnovigilancia y reactivovigilancia, que garanticen el seguimiento al uso de medicamentos, dispositivos médicos (incluidos los sobre medida) y reactivos de diagnóstico in vitro, cuando aplique.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"MEDICAMENTOS, DM E INSUMOS",Todas las modalityes,11.1.4,7,,"El prestador de servicios de salud que cuente con reservas de medicamentos, homeopáticos, fitoterapéuticos, medicamentos biológicos, componentes anatómicos, dispositivos médicos (incluidos los sobre medida), reactivos de diagnóstico in vitro, y demás insumos asistenciales, debe garantizar que se almacenen en condiciones apropiadas de temperatura, humedad, ventilación, segregación y seguridad de acuerdo con las condiciones definidas por el fabricante o el banco del componente anatómico, según aplique, y contar con instrumento para medir humedad relativa y temperatura y evidenciar su registro, control y gestión.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"MEDICAMENTOS, DM E INSUMOS",Todas las modalityes,11.1.4,8,,"Para la aplicación del protocolo de lavado de manos o higienización, los servicios de salud cuentan con los insumos de aseo, limpieza y secado que garanticen su cumplimiento.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"MEDICAMENTOS, DM E INSUMOS",Todas las modalityes,11.1.4,9,,"La suficiencia de dispositivos médicos está relacionada con la frecuencia de uso de los mismos, incluyendo los tiempos del proceso de esterilización, cuando aplique.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"MEDICAMENTOS, DM E INSUMOS",Todas las modalityes,11.1.4,10,,"El prestador de servicios de salud cuenta con paquete para el manejo de derrames y rupturas de medicamentos, ubicado en un lugar de fácil acceso, visible y con adecuada señalización, disponible para su uso en los servicios y ambientes donde se requieran. El prestador de servicios de salud define su contenido de acuerdo con los medicamentos utilizados y lo sugerido por el fabricante en las fichas técnicas.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"MEDICAMENTOS, DM E INSUMOS",Todas las modalityes,11.1.4,11,,"En los servicios donde se requiera carro de paro, adicional a la dotación definida en el presente manual, los medicamentos, dispositivos médicos e insumos deben ser definidos por el prestador de servicios de salud de acuerdo con la morbilidad, riesgos de complicaciones más frecuentes y lo documentado para el procedimiento de reanimación cerebro cardio pulmonar.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"MEDICAMENTOS, DM E INSUMOS",Todas las modalityes,11.1.4,12,,"El prestador debe mantener condiciones de almacenamiento, conservación, control fechas de vencimiento, uso y custodia de los medicamentos, dispositivos médicos e insumos contenidos en los carros de paro",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
